@relation features-weka.filters.unsupervised.attribute.Remove-R6-7

@attribute doesHaveLinks {False,True}
@attribute doesHaveSpammyWords {False,True}
@attribute lengthOfText numeric
@attribute numberOfSymbols numeric
@attribute numberOfWordsContainingLettersAndNumbers numeric
@attribute classlabel {ham,spam}

@data
False,True,154,7,0,spam
False,False,63,5,0,ham
False,False,155,4,0,ham
False,False,122,5,0,ham
False,False,143,5,1,spam
False,False,50,3,0,ham
False,False,25,1,0,ham
False,False,44,2,0,ham
False,False,65,3,0,ham
False,False,134,3,3,spam
False,False,21,3,0,ham
False,False,47,2,0,ham
False,True,158,5,1,spam
False,False,90,3,0,spam
False,False,135,4,0,ham
False,False,39,0,0,ham
False,False,83,6,0,ham
False,False,44,2,0,ham
False,False,28,1,0,ham
False,False,24,0,0,ham
False,False,67,3,0,ham
False,False,67,1,0,ham
False,False,33,1,0,ham
False,False,24,3,0,ham
False,False,119,3,0,ham
False,False,910,22,0,ham
False,False,158,10,1,ham
False,False,35,2,0,ham
False,False,24,0,0,ham
False,False,154,9,1,spam
False,False,53,5,0,ham
False,True,148,2,2,spam
False,False,72,2,0,ham
False,False,19,1,0,ham
False,False,188,7,0,ham
False,False,71,5,0,ham
False,False,23,2,0,ham
False,True,143,2,0,spam
False,False,160,9,0,ham
False,False,73,3,0,ham
False,False,106,4,0,ham
False,False,80,1,0,ham
False,False,105,5,0,ham
False,False,45,7,0,ham
False,False,68,4,0,ham
True,False,159,7,1,spam
False,False,32,1,0,ham
False,False,159,13,0,ham
False,False,140,1,0,ham
False,False,101,7,0,ham
False,False,31,7,0,ham
False,False,23,0,0,ham
False,False,58,2,1,ham
False,False,37,0,0,ham
False,False,61,3,0,ham
False,False,60,5,0,ham
False,False,54,1,0,ham
False,False,69,5,0,ham
False,True,71,4,0,spam
False,False,72,2,0,ham
False,True,156,6,2,spam
False,False,40,2,0,ham
False,True,153,0,0,spam
False,False,36,5,0,ham
False,False,35,2,0,ham
False,False,34,3,0,ham
False,True,156,6,0,spam
False,False,79,3,0,ham
False,True,113,9,0,ham
False,False,106,4,1,spam
False,False,64,2,0,ham
False,False,25,3,0,ham
False,False,22,2,0,ham
False,False,35,2,0,ham
False,False,156,13,0,ham
False,False,58,3,0,ham
False,False,31,0,0,ham
False,False,120,4,0,spam
False,False,24,3,0,ham
False,False,17,2,0,ham
False,False,152,9,0,ham
False,False,41,3,0,ham
False,False,158,13,0,spam
False,False,80,2,0,ham
False,False,85,3,0,ham
False,False,115,13,0,ham
False,True,115,3,0,spam
False,False,25,7,0,ham
False,False,45,5,0,ham
False,False,70,7,0,ham
False,False,22,0,0,ham
False,False,43,3,0,ham
False,False,22,2,0,ham
False,False,22,3,0,ham
False,False,141,8,2,spam
False,False,72,2,0,ham
False,False,91,2,0,ham
False,False,70,6,0,ham
False,False,140,5,0,ham
False,False,31,7,0,ham
False,False,52,6,0,ham
False,False,40,0,0,ham
False,False,23,1,0,ham
False,True,155,6,1,spam
False,False,145,14,0,ham
False,False,54,2,0,ham
False,False,43,1,0,ham
False,False,30,0,0,ham
False,False,39,2,0,ham
False,False,71,4,0,ham
False,False,146,4,0,ham
False,False,73,1,0,ham
False,False,159,10,0,spam
False,False,23,1,0,ham
False,False,30,1,0,ham
False,False,59,2,0,ham
False,False,150,7,1,ham
False,False,167,3,0,ham
False,False,26,2,0,ham
False,False,66,3,0,ham
False,False,35,1,0,ham
False,False,26,3,0,ham
False,False,26,1,0,ham
False,False,49,6,0,ham
False,False,38,1,0,ham
False,False,36,2,0,ham
False,False,18,2,0,ham
False,False,48,7,0,ham
False,False,68,2,0,ham
False,False,73,3,0,ham
False,False,49,1,0,ham
False,False,13,4,0,ham
False,False,63,2,0,ham
False,False,133,3,0,ham
False,True,156,7,0,spam
False,False,13,6,0,ham
False,False,49,1,0,spam
False,False,74,2,0,ham
False,False,48,2,0,ham
False,False,138,5,0,ham
False,False,164,25,0,ham
False,False,40,3,0,ham
False,False,20,0,0,ham
False,False,61,2,1,ham
False,False,61,3,0,ham
False,True,149,6,0,spam
False,False,130,3,0,ham
False,False,148,8,1,spam
False,False,37,3,0,ham
False,False,31,0,0,ham
False,False,27,1,0,ham
False,False,41,2,0,ham
False,False,49,0,0,ham
False,False,52,2,0,ham
False,False,124,6,0,ham
False,False,63,3,0,ham
False,False,89,5,0,ham
False,False,50,2,0,spam
False,False,70,1,0,ham
False,False,55,8,0,ham
False,False,119,5,1,ham
False,True,143,7,2,spam
False,False,22,1,0,ham
False,False,43,2,0,ham
False,False,46,0,0,ham
False,True,147,3,0,spam
False,False,75,3,1,ham
False,False,159,3,0,spam
False,False,45,3,0,ham
False,False,124,5,0,spam
False,False,31,3,0,ham
False,False,76,7,0,ham
False,False,51,4,0,ham
False,False,27,2,0,ham
False,False,34,3,0,ham
False,False,127,10,1,ham
False,False,136,12,0,ham
False,False,24,1,0,ham
False,False,33,1,0,ham
False,False,63,2,0,ham
False,False,96,3,0,ham
False,True,53,3,0,ham
False,False,59,4,0,ham
False,False,52,0,0,ham
False,False,45,5,0,ham
False,False,34,4,0,ham
False,False,53,0,0,ham
False,False,111,6,2,ham
False,False,60,3,0,ham
False,False,152,7,1,ham
False,False,55,5,0,ham
False,False,84,2,0,ham
False,False,81,0,0,spam
False,False,87,0,0,ham
False,False,84,6,0,ham
False,False,26,1,0,ham
False,False,58,2,0,ham
False,False,46,6,0,ham
False,False,43,2,0,ham
False,False,24,2,0,ham
False,False,97,1,0,ham
False,False,70,5,0,ham
False,False,179,8,0,ham
False,True,120,7,0,spam
False,False,54,5,0,ham
False,False,26,0,0,ham
False,False,164,4,1,ham
False,False,47,1,0,ham
False,False,48,2,0,ham
False,False,148,2,1,spam
False,False,40,3,0,ham
False,True,81,3,0,ham
False,False,116,0,0,ham
False,False,5,3,0,ham
False,False,66,5,0,spam
False,False,81,4,0,ham
False,False,20,1,0,ham
False,False,13,3,0,ham
False,False,37,0,0,ham
False,False,70,6,0,ham
False,False,69,4,0,ham
False,False,55,1,0,ham
False,False,45,2,0,ham
False,False,159,15,0,ham
False,False,25,2,0,ham
False,False,28,3,0,ham
False,False,40,1,0,ham
False,False,156,3,0,ham
False,False,138,4,0,ham
False,False,24,1,0,ham
False,False,70,10,2,ham
False,False,66,6,0,ham
False,False,86,3,0,ham
False,False,174,3,0,ham
False,False,48,6,0,ham
False,False,48,2,0,ham
False,False,25,1,0,ham
False,False,54,2,0,ham
False,False,38,3,0,ham
False,False,52,0,0,ham
False,False,64,3,0,ham
False,False,133,1,0,ham
False,False,36,3,0,ham
False,False,132,3,1,ham
False,False,51,1,0,ham
False,False,48,3,0,ham
False,False,62,2,0,ham
False,False,163,9,0,spam
False,True,155,7,1,spam
False,False,54,4,0,ham
False,False,39,4,0,ham
False,False,103,6,0,ham
False,False,83,3,0,ham
False,False,84,3,0,ham
False,False,39,1,0,ham
False,False,122,5,0,ham
False,False,154,11,0,ham
False,False,36,1,0,ham
False,True,146,5,0,spam
False,False,5,3,0,ham
False,False,30,1,0,ham
False,False,57,3,0,ham
False,False,54,5,0,ham
False,False,34,5,0,ham
False,False,87,4,0,ham
False,False,139,5,0,ham
False,False,35,1,0,ham
False,False,31,2,0,ham
False,True,127,8,0,spam
False,False,48,2,0,ham
False,False,94,1,0,ham
False,False,27,2,0,ham
False,False,28,0,0,ham
False,False,41,8,0,ham
False,False,42,10,0,ham
False,False,150,6,0,ham
False,False,162,9,0,ham
False,False,82,2,1,ham
False,False,49,4,0,ham
False,False,56,3,0,ham
False,False,41,4,0,ham
False,False,23,1,0,ham
False,False,112,2,0,ham
False,False,38,1,0,ham
False,False,164,8,0,ham
False,False,32,0,0,ham
False,False,47,0,0,ham
False,False,82,2,0,ham
False,False,25,1,0,ham
False,False,51,3,0,ham
False,True,156,7,1,spam
False,False,22,3,0,ham
False,False,30,1,0,ham
False,False,121,6,0,ham
False,False,53,3,0,ham
False,False,84,6,0,ham
False,False,24,0,0,ham
False,False,81,0,0,ham
False,False,152,4,0,ham
False,False,131,3,1,ham
False,False,327,28,0,ham
False,False,49,0,0,ham
False,False,65,3,0,ham
False,False,29,1,0,ham
False,True,207,6,0,ham
False,False,114,6,0,ham
False,False,101,3,3,spam
False,False,49,1,0,ham
False,False,112,5,0,ham
False,False,36,5,0,ham
False,False,32,1,0,ham
False,False,50,2,0,ham
False,False,86,1,0,ham
False,False,141,18,0,ham
False,True,151,11,0,spam
False,False,155,11,1,spam
False,False,23,1,0,ham
False,False,40,0,0,ham
False,False,159,6,1,spam
False,False,25,3,0,ham
False,True,143,7,2,spam
False,False,22,0,0,ham
False,False,153,11,0,ham
False,False,72,0,0,ham
False,False,203,9,0,ham
False,False,275,30,1,ham
False,False,115,5,0,ham
False,False,27,1,0,ham
False,False,139,4,0,ham
False,False,46,2,0,ham
False,False,115,9,0,ham
False,False,155,6,0,ham
False,False,35,1,0,ham
False,False,82,11,0,ham
False,False,7,2,0,ham
False,False,36,1,0,ham
False,False,73,2,0,ham
False,False,24,1,0,ham
False,False,49,6,0,ham
False,False,48,1,0,ham
False,False,155,10,0,ham
False,False,93,1,0,ham
False,False,99,16,0,ham
False,False,155,10,0,ham
False,False,48,2,0,ham
False,False,42,1,0,ham
False,False,24,5,0,ham
False,False,163,8,1,spam
False,False,30,0,0,ham
False,False,44,2,0,ham
False,False,24,0,0,ham
False,False,34,1,0,ham
False,False,144,5,0,ham
False,False,179,11,0,ham
False,False,143,8,0,spam
False,False,52,1,0,ham
False,False,82,0,0,ham
False,False,39,4,0,ham
False,False,80,9,0,ham
False,False,35,2,0,ham
False,False,80,8,0,ham
False,False,41,3,0,ham
False,False,27,1,0,ham
False,True,154,3,1,spam
False,False,32,1,0,ham
False,False,33,4,0,ham
False,False,41,6,0,ham
False,False,5,3,0,ham
False,False,126,3,0,ham
False,False,152,3,0,ham
False,False,71,3,0,spam
False,False,141,6,0,ham
False,False,122,4,0,ham
False,False,38,1,0,ham
False,False,63,2,0,ham
False,False,47,1,0,ham
False,False,22,3,0,ham
False,False,115,5,0,ham
False,False,71,5,0,ham
False,False,34,3,0,ham
False,False,72,1,0,ham
False,False,132,19,0,ham
False,False,26,4,0,ham
False,False,38,3,0,ham
False,True,142,5,2,spam
False,False,25,0,0,ham
False,False,27,0,0,ham
False,False,159,3,0,ham
False,False,119,2,0,ham
False,True,143,0,1,spam
False,False,13,1,0,ham
False,False,25,1,0,ham
False,False,67,5,0,ham
False,False,33,2,0,ham
False,False,23,1,0,ham
False,False,55,3,0,ham
False,True,159,4,1,spam
False,False,104,9,0,ham
False,False,155,3,0,spam
False,True,149,4,1,ham
False,False,81,0,0,spam
False,False,144,9,0,ham
False,False,51,3,0,ham
False,True,154,7,2,spam
False,False,120,12,0,ham
False,False,131,5,0,ham
False,True,160,9,2,spam
False,False,174,16,0,ham
False,False,42,1,0,ham
False,False,162,3,1,spam
False,False,151,5,7,ham
False,False,37,0,0,ham
False,False,61,2,0,ham
False,False,80,2,0,ham
False,False,93,3,0,ham
False,False,141,7,0,ham
False,False,85,8,0,ham
False,False,78,3,0,ham
False,False,33,0,0,ham
False,False,90,2,0,ham
False,False,147,4,0,ham
False,False,33,1,0,ham
False,False,32,2,0,ham
False,False,5,3,0,ham
False,False,149,3,0,ham
False,False,22,2,0,ham
False,False,132,5,0,ham
False,False,154,6,0,ham
False,False,31,2,0,ham
False,False,51,1,0,ham
False,False,18,2,0,ham
False,False,172,4,0,ham
False,True,130,7,0,spam
False,False,76,2,0,ham
False,False,78,11,0,ham
False,False,112,3,0,ham
False,False,58,3,0,ham
False,True,158,6,0,ham
False,False,60,6,0,ham
False,False,154,3,0,ham
False,False,154,9,2,spam
False,False,34,2,0,ham
False,False,122,1,3,spam
False,False,26,3,0,ham
False,False,31,6,0,ham
False,False,26,2,0,ham
False,False,64,2,0,ham
False,True,121,3,0,spam
False,False,179,11,0,ham
False,False,56,0,0,ham
False,False,148,5,0,ham
False,False,90,6,0,ham
False,False,110,4,0,ham
False,False,458,14,0,ham
False,False,36,1,0,ham
False,False,28,7,0,ham
False,False,33,2,0,ham
False,False,51,3,0,ham
False,True,157,3,0,spam
False,False,45,1,0,ham
False,False,37,2,0,ham
False,False,160,8,2,spam
False,False,39,1,0,ham
False,False,96,4,0,ham
False,False,15,3,0,ham
False,False,29,3,0,ham
False,False,32,1,0,ham
False,False,152,10,0,ham
False,False,29,2,0,ham
False,False,36,2,0,ham
False,False,54,0,0,ham
False,False,29,1,0,ham
False,False,47,4,0,ham
False,False,172,4,0,ham
False,False,32,6,0,ham
False,False,22,2,0,ham
False,True,150,7,0,spam
False,False,91,5,0,ham
False,False,53,2,0,ham
False,False,24,0,0,ham
False,False,121,4,0,ham
False,False,36,1,0,ham
False,False,212,13,0,ham
False,False,25,2,0,ham
False,True,156,11,0,spam
False,False,59,2,0,ham
False,False,155,8,0,ham
False,False,37,6,0,ham
False,False,79,6,0,ham
False,False,24,1,0,ham
False,False,50,1,0,ham
False,False,75,2,0,ham
False,False,41,2,0,ham
False,False,8,3,0,ham
False,False,36,1,0,ham
False,False,31,2,0,ham
False,False,73,1,0,ham
False,False,127,5,0,ham
False,False,14,1,0,ham
False,False,97,3,0,ham
False,False,71,8,0,ham
False,False,92,2,0,ham
False,False,63,5,0,ham
False,False,58,1,0,ham
False,False,46,2,0,ham
False,False,26,1,0,ham
False,False,143,19,1,ham
False,False,29,1,0,ham
False,False,31,2,0,ham
False,False,156,3,3,ham
False,False,37,1,0,ham
False,False,63,6,0,ham
False,False,33,1,0,ham
False,False,145,8,0,spam
False,False,149,8,0,spam
False,False,104,3,0,ham
False,False,58,13,0,ham
False,False,62,4,0,ham
False,False,184,4,0,ham
False,False,611,133,0,ham
False,False,61,3,0,ham
False,False,62,3,0,ham
False,False,64,0,0,ham
False,False,47,5,0,ham
False,False,92,9,0,ham
False,False,22,2,0,ham
False,False,338,9,1,ham
False,False,86,0,0,ham
False,False,159,7,0,ham
False,False,30,2,0,ham
False,False,105,5,0,ham
False,False,148,19,0,ham
False,False,30,4,0,ham
False,False,52,0,0,ham
False,False,136,9,0,spam
False,False,152,7,0,ham
False,False,43,1,0,ham
False,True,147,2,0,spam
False,False,145,4,2,spam
False,False,35,2,0,ham
False,False,47,1,0,ham
False,False,25,2,0,ham
False,False,127,2,0,ham
False,False,25,4,0,ham
False,False,143,5,1,ham
False,False,128,3,1,ham
False,False,24,1,0,ham
False,False,43,7,0,ham
False,False,99,5,1,ham
False,False,152,6,0,ham
False,False,37,2,0,ham
False,False,32,1,0,ham
False,False,3,0,0,ham
False,False,153,13,0,spam
False,False,28,2,0,ham
False,False,55,3,0,ham
False,False,28,0,0,ham
False,False,121,2,0,ham
False,False,29,1,0,ham
False,False,115,6,0,ham
False,False,39,0,0,ham
False,False,154,17,0,ham
False,False,148,16,0,ham
False,True,132,3,0,spam
False,False,50,3,0,ham
False,False,71,2,0,spam
False,False,156,6,0,ham
False,False,25,2,0,ham
False,False,148,6,1,spam
False,False,41,4,0,ham
False,False,83,2,0,ham
False,False,45,3,1,ham
False,False,73,3,0,ham
False,False,158,10,0,ham
False,False,47,2,0,ham
False,False,161,9,2,spam
False,False,159,7,0,ham
False,False,165,4,0,ham
False,False,90,4,0,spam
False,False,37,4,0,ham
False,True,160,3,2,spam
False,False,41,3,0,ham
False,False,136,8,0,ham
False,False,24,0,0,ham
False,False,35,2,0,ham
False,False,25,2,0,ham
False,False,31,2,0,ham
False,False,36,2,0,ham
False,False,136,9,0,ham
False,False,156,14,0,ham
False,False,30,1,0,ham
False,False,118,5,0,ham
False,False,82,9,0,ham
False,True,124,9,0,spam
False,False,153,15,0,ham
False,False,73,4,0,ham
False,False,22,1,0,ham
False,False,90,6,0,ham
False,False,61,5,0,ham
False,False,150,6,3,spam
False,False,28,3,0,ham
False,False,42,2,0,ham
False,False,75,4,0,ham
False,False,161,1,0,spam
False,False,27,1,0,ham
False,False,18,3,0,ham
False,False,129,10,0,ham
False,False,73,0,0,ham
False,False,88,1,0,ham
False,False,27,4,0,ham
False,False,75,2,0,ham
False,False,11,1,0,ham
False,False,23,1,0,ham
False,True,159,5,1,spam
False,False,73,4,0,spam
False,False,25,0,0,ham
False,False,81,5,0,ham
False,False,52,6,0,ham
False,False,40,1,0,ham
False,False,156,6,0,ham
False,False,122,8,0,ham
False,False,18,3,0,ham
False,False,6,1,0,ham
False,False,126,2,0,ham
False,False,46,0,0,ham
False,False,30,0,0,ham
False,False,35,1,0,ham
False,True,176,3,0,spam
False,False,114,7,1,spam
False,False,32,2,0,ham
False,False,23,0,0,ham
False,False,127,5,0,spam
False,False,42,2,0,ham
False,False,99,4,0,ham
False,False,96,4,1,ham
False,False,82,5,0,ham
False,False,72,9,0,ham
False,False,76,2,0,ham
False,False,60,3,0,ham
False,False,148,4,0,spam
False,False,5,3,0,ham
False,False,31,0,0,ham
False,False,77,6,0,ham
False,False,33,1,0,ham
False,False,25,2,0,ham
False,False,126,7,0,ham
False,False,79,6,0,ham
False,False,75,5,0,ham
False,False,68,3,0,ham
False,False,144,7,0,ham
False,False,59,6,0,ham
False,False,60,4,0,ham
False,False,49,2,0,ham
False,False,66,1,0,ham
False,False,145,6,1,spam
False,False,24,1,0,ham
False,False,58,2,0,ham
False,False,107,5,0,ham
False,False,138,9,0,spam
False,False,53,6,0,ham
False,False,73,6,0,ham
False,True,149,4,1,ham
False,False,168,1,0,ham
False,False,63,3,0,ham
False,False,164,10,0,ham
False,False,39,6,0,ham
False,False,67,6,0,ham
False,False,129,7,0,ham
False,False,24,0,0,ham
False,False,136,6,0,ham
False,False,34,0,0,ham
False,False,27,1,0,ham
False,False,55,1,0,ham
False,False,27,2,0,ham
False,True,225,16,0,spam
False,False,39,3,0,ham
False,False,36,0,0,ham
False,False,23,0,0,ham
False,False,51,1,0,ham
False,False,34,5,0,ham
False,False,34,2,0,ham
False,True,160,3,0,spam
False,False,74,4,0,ham
False,False,144,13,1,ham
False,False,32,1,0,ham
False,False,155,2,1,spam
False,False,164,5,0,ham
False,False,86,4,0,ham
False,False,32,1,0,ham
False,False,166,12,0,ham
False,False,22,0,0,ham
False,False,26,4,0,ham
False,False,92,1,0,ham
False,False,37,0,0,ham
False,False,46,2,0,ham
False,False,62,2,0,ham
False,False,39,4,0,ham
False,False,50,1,0,ham
False,False,35,4,0,ham
False,False,21,4,0,ham
False,False,107,2,0,ham
False,False,38,5,0,ham
False,False,205,9,0,ham
False,False,158,10,0,ham
False,False,67,4,0,ham
False,False,144,7,1,spam
False,False,121,13,0,ham
False,True,162,7,0,spam
False,False,26,2,0,ham
False,False,68,1,0,ham
False,False,123,8,0,ham
False,False,61,3,0,ham
False,False,33,3,0,ham
False,True,156,5,0,ham
False,False,41,2,0,ham
False,False,50,6,0,ham
False,False,41,1,0,ham
False,False,33,1,0,spam
False,True,154,8,0,spam
False,False,151,5,7,ham
False,False,166,9,0,spam
False,True,154,5,3,spam
False,False,22,4,0,ham
False,False,53,2,0,ham
False,False,62,1,0,ham
False,False,159,7,0,ham
False,False,34,2,0,ham
False,False,151,9,0,ham
False,False,26,6,0,ham
False,False,27,0,0,ham
False,False,52,2,0,ham
False,False,100,3,0,ham
False,False,176,4,1,ham
False,True,132,10,0,spam
False,False,39,1,0,ham
False,False,32,2,0,ham
False,False,158,3,0,ham
False,False,120,4,0,ham
False,False,42,1,0,ham
False,False,46,2,0,ham
False,False,44,3,0,ham
False,False,123,10,0,ham
False,False,24,0,0,ham
False,False,33,4,0,ham
False,False,34,3,0,ham
False,False,29,5,0,ham
False,False,47,5,0,ham
False,True,157,1,0,spam
False,False,47,2,0,ham
False,False,117,13,0,ham
False,False,37,2,0,ham
False,False,64,4,0,ham
False,False,85,4,0,ham
False,False,122,7,0,ham
False,False,24,1,0,ham
False,False,89,1,0,ham
False,False,67,7,0,ham
False,False,44,2,0,ham
False,False,33,3,0,ham
False,False,28,1,0,ham
False,False,37,5,0,ham
False,False,76,4,0,ham
False,False,150,1,0,ham
False,False,45,2,0,ham
False,False,84,11,0,ham
False,False,24,0,0,ham
False,False,119,3,0,ham
False,False,332,17,0,ham
False,True,80,4,0,ham
False,False,24,0,0,ham
False,True,151,4,2,spam
False,False,34,2,0,ham
False,False,65,4,0,ham
False,False,27,1,0,ham
False,False,24,1,0,ham
False,False,53,0,0,ham
False,False,28,2,0,ham
False,False,22,1,0,ham
False,False,23,2,0,ham
False,True,161,6,3,spam
False,False,191,6,0,ham
False,False,75,2,0,ham
False,False,23,1,0,ham
False,False,27,3,0,ham
False,False,37,2,0,ham
False,False,40,2,0,ham
False,False,93,11,0,ham
False,False,107,4,0,ham
False,False,158,9,2,spam
False,False,52,1,0,ham
False,False,71,3,0,ham
False,False,56,5,0,ham
False,False,51,2,0,ham
False,True,154,7,2,spam
False,False,98,3,0,ham
False,False,89,4,0,ham
False,False,50,4,0,ham
False,False,163,15,0,ham
False,False,135,2,0,ham
False,False,32,2,0,ham
False,False,41,3,0,ham
False,False,58,2,0,ham
False,False,50,5,0,ham
False,False,790,34,0,ham
False,False,34,1,0,ham
False,False,35,0,0,ham
False,False,100,2,0,ham
False,False,50,3,0,ham
False,False,183,21,0,ham
False,False,71,1,0,ham
False,False,30,0,0,ham
False,False,34,3,0,ham
False,False,75,1,1,ham
False,False,55,1,0,ham
False,True,119,1,0,spam
False,False,84,1,0,spam
False,False,155,7,0,spam
False,False,33,3,0,ham
False,False,97,5,0,ham
False,False,33,0,0,ham
False,True,132,3,0,spam
False,False,64,2,1,ham
False,False,27,3,0,ham
False,False,32,3,0,ham
False,False,128,11,0,ham
False,False,45,4,0,ham
False,False,62,2,0,ham
False,False,155,8,2,spam
False,True,154,4,2,spam
False,False,85,2,0,ham
False,False,32,1,0,ham
False,False,89,3,0,ham
False,False,63,1,0,ham
False,False,163,5,1,spam
False,False,28,0,0,ham
False,True,156,8,0,spam
False,False,41,2,0,ham
False,False,110,3,1,ham
False,False,53,3,0,ham
False,False,31,1,0,ham
False,False,27,2,0,ham
False,False,79,6,0,ham
False,False,22,2,0,ham
False,False,40,3,0,ham
False,True,143,6,0,spam
False,False,59,12,0,ham
False,False,54,3,0,ham
False,False,84,2,0,ham
False,False,15,1,0,ham
False,False,106,4,0,ham
False,False,30,1,0,ham
False,False,108,8,0,ham
False,False,92,3,0,ham
False,False,87,5,0,ham
False,False,16,1,0,ham
False,False,158,3,1,spam
False,False,51,1,0,ham
False,False,50,1,0,ham
False,False,63,5,0,ham
False,False,34,1,0,ham
False,False,160,7,1,ham
False,False,29,0,0,ham
False,False,41,1,0,ham
False,False,68,12,0,ham
False,False,91,3,0,ham
False,False,2,0,0,ham
False,False,66,7,0,ham
False,False,135,7,0,ham
False,False,30,1,0,ham
False,True,146,6,0,spam
False,True,143,5,2,spam
False,False,35,0,0,ham
False,False,35,5,0,ham
False,False,25,0,0,ham
False,False,23,1,0,ham
False,False,32,1,0,ham
False,False,76,3,0,ham
False,False,45,1,0,ham
False,False,106,4,0,ham
False,False,55,2,0,ham
False,False,161,6,1,spam
False,False,124,1,1,ham
False,False,164,12,1,spam
False,False,46,7,0,ham
False,False,120,4,0,ham
False,False,72,4,0,ham
False,False,59,6,0,ham
False,False,54,0,0,ham
False,False,49,1,0,ham
False,False,51,1,0,ham
False,False,29,2,0,ham
False,False,37,2,0,ham
False,False,67,8,0,ham
False,False,41,1,0,ham
False,False,92,28,0,ham
False,False,30,2,0,ham
False,False,68,3,0,ham
False,False,46,7,0,ham
False,False,87,2,1,ham
False,False,95,5,0,ham
False,False,23,0,0,ham
False,False,156,4,1,spam
False,False,34,1,0,ham
False,False,74,2,0,spam
False,False,59,5,0,ham
False,False,158,17,0,ham
False,False,73,3,0,ham
False,False,76,4,0,ham
False,False,65,2,0,ham
False,False,58,6,0,ham
False,True,135,3,0,spam
False,False,14,4,0,ham
False,False,27,2,0,ham
False,False,147,6,0,ham
False,False,53,1,0,ham
False,False,52,5,0,ham
False,False,31,1,0,ham
False,False,39,0,0,ham
False,True,105,2,0,spam
False,False,83,6,0,ham
False,False,34,1,0,ham
False,False,22,2,0,ham
False,False,89,8,0,ham
False,False,61,5,0,ham
False,False,150,17,0,ham
False,True,153,5,1,spam
False,False,123,5,0,ham
False,False,24,2,0,ham
False,False,32,4,0,ham
False,False,22,2,0,ham
False,False,49,1,0,ham
False,False,108,0,0,ham
False,False,119,5,0,ham
False,False,129,5,0,spam
False,False,34,3,0,ham
False,False,38,1,0,ham
False,False,26,0,0,ham
False,False,32,0,0,ham
False,False,31,1,1,ham
False,False,117,14,0,ham
False,False,45,2,0,ham
False,False,55,3,0,ham
False,False,38,2,0,ham
False,False,143,7,0,spam
False,False,80,9,0,ham
False,False,54,6,0,ham
False,False,62,2,0,ham
False,False,52,2,0,ham
False,False,81,3,1,ham
False,False,36,0,0,ham
False,False,431,18,0,ham
False,False,62,9,0,ham
False,False,375,19,0,ham
False,False,158,9,0,ham
False,True,122,3,0,spam
False,False,52,7,0,ham
False,False,138,2,0,ham
False,False,42,2,0,ham
False,False,63,2,0,ham
False,False,22,0,0,ham
False,False,38,1,0,ham
False,False,50,3,0,ham
False,False,83,4,0,ham
False,False,159,5,0,spam
False,False,84,1,0,ham
False,False,39,4,0,ham
False,False,80,4,0,ham
False,False,53,1,0,ham
False,False,94,2,0,ham
False,False,38,0,1,ham
False,False,38,1,0,ham
False,False,75,3,0,ham
False,False,62,10,0,ham
False,False,59,6,0,ham
False,False,23,0,0,ham
False,False,37,0,0,ham
False,False,45,2,0,ham
False,False,51,1,0,ham
False,False,24,0,0,ham
False,False,43,1,0,ham
False,False,123,4,1,ham
False,False,43,0,0,ham
False,False,40,1,0,ham
False,False,46,1,0,ham
False,False,155,4,3,spam
False,False,35,2,0,ham
False,False,59,7,0,ham
False,False,32,2,0,ham
False,False,50,2,0,ham
False,False,27,0,0,ham
False,False,40,1,1,ham
False,False,37,2,0,ham
False,False,84,5,0,ham
False,False,152,12,1,spam
False,False,125,10,0,ham
False,False,45,3,0,ham
False,False,32,2,0,ham
False,True,52,2,0,ham
False,False,39,3,0,ham
False,False,32,1,0,ham
False,False,52,2,0,ham
False,False,40,2,0,ham
False,False,96,9,0,ham
False,False,31,1,0,ham
False,True,160,19,2,spam
False,False,276,20,0,ham
False,False,53,4,0,ham
False,False,26,2,0,ham
False,False,36,1,0,ham
False,False,99,2,0,ham
False,False,162,9,2,spam
False,True,149,8,0,spam
False,False,44,4,0,ham
False,False,23,0,0,ham
False,False,161,12,1,spam
False,False,63,9,0,ham
False,False,60,4,0,ham
False,False,41,4,0,ham
False,False,133,3,2,ham
False,False,30,2,0,spam
False,False,27,0,0,ham
False,False,42,2,0,ham
False,False,40,4,0,ham
False,False,17,4,0,ham
False,False,81,5,0,ham
False,False,38,1,0,ham
False,False,48,1,0,ham
False,False,35,1,0,ham
False,False,13,1,0,ham
False,True,157,6,2,spam
False,False,363,23,0,ham
False,False,40,6,0,ham
False,True,47,1,0,ham
False,False,154,6,0,ham
False,False,163,8,0,spam
False,True,144,3,0,spam
False,False,31,2,0,ham
False,False,11,4,0,ham
False,False,44,0,0,ham
False,False,88,5,0,ham
False,False,159,15,2,spam
False,False,47,5,0,ham
False,False,64,3,0,ham
False,False,24,0,0,ham
False,False,95,2,0,ham
False,False,134,2,0,ham
False,False,23,1,0,ham
False,False,32,4,0,ham
False,False,175,7,0,ham
False,True,156,7,1,spam
False,False,38,6,0,ham
False,False,35,0,0,ham
False,False,147,3,0,ham
False,True,161,3,1,spam
False,False,51,4,0,ham
False,True,161,7,0,spam
False,False,107,3,0,ham
False,False,38,2,0,ham
False,False,60,4,0,ham
False,False,161,5,1,spam
False,False,37,2,0,ham
False,False,157,2,1,ham
False,False,185,3,0,ham
False,False,28,1,0,ham
False,True,171,7,1,spam
